Component_1st,Component_2nd,Continent
2.403165337762644,-0.3686872551614678,Africa
-1.5573696711175582,-0.04589943054622975,Africa
-1.4772266143442885,-0.028576465526988698,Africa
3.526548563186379,-0.031967607445021015,Asia
-1.6883630908170941,-0.07087195590848652,North America
0.5694135782787264,0.29595684685419144,Asia
1.6558979518948482,0.16615477285914293,Africa
-1.5791392559742985,-0.011930008848590929,North America
-0.20368420745866114,-0.47122153345976714,North America
-0.03723597822720374,-0.16583949767270745,Asia
-1.661381760208267,-0.028907212226325717,Africa
-1.4877137954435473,-0.03336423706784438,Europe
0.8687894101951649,-0.2701454117111958,Europe
1.0287807822961381,-0.16543341556590446,Africa
1.1273550507924375,0.05099801863582935,Africa
-1.6867744839719914,-0.054704324715938564,Europe
-1.7033345792771035,-0.07270702944209313,Africa
1.0434441488433361,-0.49029882863142416,North America
-1.6312523648996982,-0.04533276040691067,North America
-1.532012668452982,-0.015015264336890903,Africa
-0.19600126573003937,0.22311942847873503,North America
-1.6689599773590083,-0.04331417911794993,North America
-1.7067567130476964,-0.07020739927725082,Asia
-1.2771132207500018,-0.19280424587181363,Australia/Oceania
-0.582569970989372,0.12083696215868009,Europe
-1.314973095369649,-0.01072032769463637,North America
0.2952595798807966,-0.10664397367236966,North America
-0.47496680086808407,-0.039471394031780314,Africa
-0.20838609090092158,-0.49759708168340927,Africa
-1.6531443719951335,-0.09932338262285471,North America
-1.5057753745040212,-0.09593895339036042,Africa
-0.16719218588558962,-0.29892292009472865,Africa
-1.0796905821414187,-0.35554468992995514,North America
0.31221702347861796,-0.8504597772008713,Africa
-0.8905960808781044,0.0613788831021328,Africa
-1.1319828242859313,-0.005332897140453736,Australia/Oceania
-1.7234074788920286,-0.05929744183671653,North America
-1.7226810622532898,-0.05828259120611828,Africa
-1.7240590261670143,-0.05871851543125139,North America
-1.70276498546321,-0.06907716741165584,North America
-1.724590949509633,-0.05850207493474662,Australia/Oceania
